Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2012,July,Regional,Traffic,40-64,Female,Motorcyclist,"Car, pick-up truck or van",4,60,,,4
2012,July,Regional,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,1,3,,,1
2012,July,Regional,Traffic,40-64,Female,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2012,July,Regional,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,3,3,,,3
2012,July,Regional,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,8,12,,,8
2012,July,Regional,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,1,2,,,1
2012,July,Regional,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",2,8,,,2
2012,July,Regional,Traffic,40-64,Female,Pick-up truck or van occupant,Fixed or stationary object,1,1,,,1
2012,July,Regional,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",20,71,,,20
2012,July,Regional,Traffic,40-64,Male,Car driver,Fixed or stationary object,15,56,1,8,14
2012,July,Regional,Traffic,40-64,Male,Car driver,Heavy transport vehicle or bus,1,1,,,1
2012,July,Regional,Traffic,40-64,Male,Car driver,Non-collision transport accident,19,123,,,19
2012,July,Regional,Traffic,40-64,Male,Car driver,Other and unspecified transport accidents,2,9,,,2
2012,July,Regional,Traffic,40-64,Male,Car passenger,"Car, pick-up truck or van",4,5,,,4
2012,July,Regional,Traffic,40-64,Male,Car passenger,Fixed or stationary object,1,4,,,1
2012,July,Regional,Traffic,40-64,Male,Car passenger,Non-collision transport accident,2,4,,,2
2012,July,Regional,Traffic,40-64,Male,Car passenger,Pedestrian or animal,1,7,,,1
2012,July,Regional,Traffic,40-64,Male,Car unknown position,Fixed or stationary object,1,1,,,1
2012,July,Regional,Traffic,40-64,Male,Car unknown position,Non-collision transport accident,1,1,,,1
2012,July,Regional,Traffic,40-64,Male,Car unknown position,Other and unspecified transport accidents,5,8,,,5
2012,July,Regional,Traffic,40-64,Male,Heavy transport driver,Fixed or stationary object,1,1,,,1
2012,July,Regional,Traffic,40-64,Male,Heavy transport driver,Heavy transport vehicle or bus,2,2,,,2
2012,July,Regional,Traffic,40-64,Male,Heavy transport driver,Non-collision transport accident,6,14,,,6
2012,July,Regional,Traffic,40-64,Male,Heavy transport driver,Other and unspecified transport accidents,1,4,,,1
2012,July,Regional,Traffic,40-64,Male,Heavy transport passenger,Heavy transport vehicle or bus,,52,,,0
2012,July,Regional,Traffic,40-64,Male,Heavy transport unknown position,Fixed or stationary object,2,2,,,2
2012,July,Regional,Traffic,40-64,Male,Motorcyclist,"Car, pick-up truck or van",10,48,,,10
2012,July,Regional,Traffic,40-64,Male,Motorcyclist,Fixed or stationary object,3,14,,,3
2012,July,Regional,Traffic,40-64,Male,Motorcyclist,Heavy transport vehicle or bus,,4,,,0
2012,July,Regional,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,26,81,,,26
2012,July,Regional,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,12,28,,,12
2012,July,Regional,Traffic,40-64,Male,Motorcyclist,Pedestrian or animal,2,8,,,2
2012,July,Regional,Traffic,40-64,Male,Other or unknown,Other and unspecified transport accidents,3,7,,,3
2012,July,Regional,Traffic,40-64,Male,Pedal cyclist,"Car, pick-up truck or van",1,3,,,1
2012,July,Regional,Traffic,40-64,Male,Pedal cyclist,Non-collision transport accident,7,28,,,7
2012,July,Regional,Traffic,40-64,Male,Pedal cyclist,Other and unspecified transport accidents,4,4,,,4
2012,July,Regional,Traffic,40-64,Male,Pedal cyclist,Pedestrian or animal,1,8,,,1
2012,July,Regional,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",6,65,,,6
2012,July,Regional,Traffic,40-64,Male,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2012,July,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,Fixed or stationary object,1,1,,,1
2012,July,Regional,Traffic,65-74,Female,Bus occupant,Heavy transport vehicle or bus,2,3,,,2
2012,July,Regional,Traffic,65-74,Female,Car driver,"Car, pick-up truck or van",3,3,,,3
2012,July,Regional,Traffic,65-74,Female,Car driver,Fixed or stationary object,3,17,,,3
2012,July,Regional,Traffic,65-74,Female,Car driver,Non-collision transport accident,,4,,,0
2012,July,Regional,Traffic,65-74,Female,Car passenger,"Car, pick-up truck or van",4,16,,,4
2012,July,Regional,Traffic,65-74,Female,Car passenger,Non-collision transport accident,1,1,,,1
2012,July,Regional,Traffic,65-74,Female,Other or unknown,Other and unspecified transport accidents,,15,,,0
2012,July,Regional,Traffic,65-74,Female,Pedal cyclist,Non-collision transport accident,1,2,,,1
2012,July,Regional,Traffic,65-74,Female,Pedestrian,"Car, pick-up truck or van",3,21,,,3
2012,July,Regional,Traffic,65-74,Male,Car driver,"Car, pick-up truck or van",8,29,,,8
2012,July,Regional,Traffic,65-74,Male,Car driver,Non-collision transport accident,1,1,,,1
2012,July,Regional,Traffic,65-74,Male,Car driver,Other and unspecified transport accidents,1,4,,,1
2012,July,Regional,Traffic,65-74,Male,Car passenger,"Car, pick-up truck or van",3,49,,,3
2012,July,Regional,Traffic,65-74,Male,Car unknown position,Non-collision transport accident,2,10,,,2
2012,July,Regional,Traffic,65-74,Male,Car unknown position,Other and unspecified transport accidents,,8,,,0
2012,July,Regional,Traffic,65-74,Male,Heavy transport driver,Non-collision transport accident,1,1,,,1
2012,July,Regional,Traffic,65-74,Male,Motorcyclist,"Car, pick-up truck or van",,44,,,0
2012,July,Regional,Traffic,65-74,Male,Motorcyclist,Heavy transport vehicle or bus,,20,,,0
2012,July,Regional,Traffic,65-74,Male,Motorcyclist,Non-collision transport accident,2,11,,,2
2012,July,Regional,Traffic,65-74,Male,Motorcyclist,Other and unspecified transport accidents,3,53,,,3
2012,July,Regional,Traffic,65-74,Male,Other or unknown,Non-collision transport accident,1,2,,,1
2012,July,Regional,Traffic,65-74,Male,Other or unknown,Other and unspecified transport accidents,1,8,,,1
2012,July,Regional,Traffic,65-74,Male,Pedal cyclist,"Car, pick-up truck or van",2,22,,,2
2012,July,Regional,Traffic,65-74,Male,Pedal cyclist,Non-collision transport accident,1,12,,,1
2012,July,Regional,Traffic,65-74,Male,Pedestrian,"Car, pick-up truck or van",3,23,,,3
2012,July,Regional,Traffic,65-74,Male,Pick-up truck or van occupant,Non-collision transport accident,,4,,,0
2012,July,Regional,Traffic,75+,Female,Car driver,2- or 3- wheeled motor vehicle,1,3,,,1
2012,July,Regional,Traffic,75+,Female,Car driver,"Car, pick-up truck or van",9,89,,,9
2012,July,Regional,Traffic,75+,Female,Car driver,Fixed or stationary object,4,18,,,4
2012,July,Regional,Traffic,75+,Female,Car driver,Non-collision transport accident,1,4,,,1
2012,July,Regional,Traffic,75+,Female,Car passenger,"Car, pick-up truck or van",4,7,,,4
2012,July,Regional,Traffic,75+,Female,Car passenger,Fixed or stationary object,1,5,,,1
2012,July,Regional,Traffic,75+,Female,Other or unknown,Other and unspecified transport accidents,1,1,1,1,0
2012,July,Regional,Traffic,75+,Female,Pedal cyclist,"Car, pick-up truck or van",1,2,,,1
2012,July,Regional,Traffic,75+,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1,10,,,1
2012,July,Regional,Traffic,75+,Male,Bus occupant,"Car, pick-up truck or van",1,1,,,1
2012,July,Regional,Traffic,75+,Male,Car driver,"Car, pick-up truck or van",3,15,,,3
2012,July,Regional,Traffic,75+,Male,Car driver,Fixed or stationary object,5,48,,,5
2012,July,Regional,Traffic,75+,Male,Car driver,Heavy transport vehicle or bus,1,1,,,1
2012,July,Regional,Traffic,75+,Male,Car driver,Non-collision transport accident,1,18,,,1
2012,July,Regional,Traffic,75+,Male,Car unknown position,Fixed or stationary object,1,8,,,1
2012,July,Regional,Traffic,75+,Male,Motorcyclist,Non-collision transport accident,1,1,,,1
2012,July,Regional,Traffic,75+,Male,Other or unknown,Other and unspecified transport accidents,1,2,,,1
2012,July,Regional,Traffic,75+,Male,Pedal cyclist,"Car, pick-up truck or van",1,5,,,1
2012,July,Regional,Traffic,75+,Male,Pedal cyclist,Fixed or stationary object,1,2,,,1
2012,July,Regional,Traffic,75+,Male,Pedal cyclist,Non-collision transport accident,,4,,,0
2012,July,Regional,Traffic,75+,Male,Pedestrian,"Car, pick-up truck or van",3,30,,,3
2012,July,Regional,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",4,10,,,4
2012,July,Regional,Traffic,8-16,Female,Car passenger,Fixed or stationary object,5,9,,,5
2012,July,Regional,Traffic,8-16,Female,Car passenger,Non-collision transport accident,2,2,,,2
2012,July,Regional,Traffic,8-16,Female,Car passenger,Other and unspecified transport accidents,2,5,,,2
2012,July,Regional,Traffic,8-16,Female,Car unknown position,Other and unspecified transport accidents,1,1,,,1
2012,July,Regional,Traffic,8-16,Female,Motorcyclist,Non-collision transport accident,1,5,,,1
2012,July,Regional,Traffic,8-16,Female,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2012,July,Regional,Traffic,8-16,Female,Pedal cyclist,"Car, pick-up truck or van",1,1,,,1
2012,July,Regional,Traffic,8-16,Female,Pedal cyclist,Non-collision transport accident,3,4,,,3
2012,July,Regional,Traffic,8-16,Female,Pedal cyclist,Other and unspecified transport accidents,1,1,,,1
2012,July,Regional,Traffic,8-16,Female,Pedestrian,"Car, pick-up truck or van",3,404,,,3
2012,July,Regional,Traffic,8-16,Male,Bus occupant,Other and unspecified transport accidents,,3,,,0
2012,July,Regional,Traffic,8-16,Male,Car driver,Fixed or stationary object,,5,,,0
2012,July,Regional,Traffic,8-16,Male,Car driver,Non-collision transport accident,1,1,,,1
2012,July,Regional,Traffic,8-16,Male,Car driver,Pedestrian or animal,1,2,,,1
2012,July,Regional,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",3,4,,,3
2012,July,Regional,Traffic,8-16,Male,Car passenger,Fixed or stationary object,1,1,,,1
2012,July,Regional,Traffic,8-16,Male,Car passenger,Heavy transport vehicle or bus,1,5,,,1
2012,July,Regional,Traffic,8-16,Male,Car unknown position,Other and unspecified transport accidents,2,12,,,2
2012,July,Regional,Traffic,8-16,Male,Motorcyclist,2- or 3- wheeled motor vehicle,1,4,,,1
2012,July,Regional,Traffic,8-16,Male,Motorcyclist,Fixed or stationary object,1,8,,,1
2012,July,Regional,Traffic,8-16,Male,Motorcyclist,Non-collision transport accident,3,6,,,3
2012,July,Regional,Traffic,8-16,Male,Motorcyclist,Other and unspecified transport accidents,7,15,,,7
2012,July,Regional,Traffic,8-16,Male,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2012,July,Regional,Traffic,8-16,Male,Pedal cyclist,"Car, pick-up truck or van",1,2,,,1
2012,July,Regional,Traffic,8-16,Male,Pedal cyclist,Fixed or stationary object,1,1,,,1
2012,July,Regional,Traffic,8-16,Male,Pedal cyclist,Heavy transport vehicle or bus,1,47,,,1
2012,July,Regional,Traffic,8-16,Male,Pedal cyclist,Non-collision transport accident,6,17,,,6
2012,July,Regional,Traffic,8-16,Male,Pedal cyclist,Other and unspecified transport accidents,3,3,,,3
2012,July,Regional,Traffic,8-16,Male,Pedestrian,2- or 3- wheeled motor vehicle,,4,,,0
2012,July,Regional,Traffic,8-16,Male,Pedestrian,"Car, pick-up truck or van",2,31,,,2
2012,July,Regional,Traffic,8-16,Male,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2012,July,Regional,Unknown traffic,0-7,Female,Not applicable,Not applicable,4,7,,,4
2012,July,Regional,Unknown traffic,0-7,Male,Not applicable,Not applicable,3,11,,,3
2012,July,Regional,Unknown traffic,17-25,Female,Not applicable,Not applicable,14,38,,,14
2012,July,Regional,Unknown traffic,17-25,Male,Not applicable,Not applicable,14,19,,,14
2012,July,Regional,Unknown traffic,26-39,Female,Not applicable,Not applicable,26,102,,,26
2012,July,Regional,Unknown traffic,26-39,Male,Not applicable,Not applicable,22,51,,,22
2012,July,Regional,Unknown traffic,40-64,Female,Not applicable,Not applicable,38,199,,,38
2012,July,Regional,Unknown traffic,40-64,Male,Not applicable,Not applicable,23,211,,,23
2012,July,Regional,Unknown traffic,65-74,Female,Not applicable,Not applicable,3,13,,,3
2012,July,Regional,Unknown traffic,65-74,Male,Not applicable,Not applicable,6,41,,,6
2012,July,Regional,Unknown traffic,75+,Female,Not applicable,Not applicable,10,152,,,10
2012,July,Regional,Unknown traffic,75+,Male,Not applicable,Not applicable,4,113,,,4
2012,July,Regional,Unknown traffic,8-16,Female,Not applicable,Not applicable,28,42,,,28
2012,July,Regional,Unknown traffic,8-16,Male,Not applicable,Not applicable,5,5,,,5
2012,July,Remote,All other trauma events,0-7,Female,Not applicable,Not applicable,42,89,,,42
2012,July,Remote,All other trauma events,0-7,Male,Not applicable,Not applicable,70,171,,,70
2012,July,Remote,All other trauma events,17-25,Female,Not applicable,Not applicable,84,212,,,84
2012,July,Remote,All other trauma events,17-25,Male,Not applicable,Not applicable,141,400,,,141
2012,July,Remote,All other trauma events,26-39,Female,Not applicable,Not applicable,115,310,,,115
2012,July,Remote,All other trauma events,26-39,Male,Not applicable,Not applicable,173,428,,,173
2012,July,Remote,All other trauma events,40-64,Female,Not applicable,Not applicable,119,340,,,119
2012,July,Remote,All other trauma events,40-64,Male,Not applicable,Not applicable,194,654,1,2,193
2012,July,Remote,All other trauma events,65-74,Female,Not applicable,Not applicable,18,67,,,18
2012,July,Remote,All other trauma events,65-74,Male,Not applicable,Not applicable,28,99,1,1,27
2012,July,Remote,All other trauma events,75+,Female,Not applicable,Not applicable,42,373,1,15,41
2012,July,Remote,All other trauma events,75+,Male,Not applicable,Not applicable,44,239,,11,44
2012,July,Remote,All other trauma events,8-16,Female,Not applicable,Not applicable,42,223,,,42
2012,July,Remote,All other trauma events,8-16,Male,Not applicable,Not applicable,65,147,,,65
2012,July,Remote,Medical events,0-7,Female,Not applicable,Not applicable,528,1628,,,528
2012,July,Remote,Medical events,0-7,Male,Not applicable,Not applicable,645,2239,1,1,644
2012,July,Remote,Medical events,17-25,Female,Not applicable,Not applicable,902,2286,,,902
2012,July,Remote,Medical events,17-25,Male,Not applicable,Not applicable,331,1086,1,1,330
2012,July,Remote,Medical events,26-39,Female,Not applicable,Not applicable,1898,4646,2,2,1896
2012,July,Remote,Medical events,26-39,Male,Not applicable,Not applicable,864,2573,2,11,862
2012,July,Remote,Medical events,40-64,Female,Not applicable,Not applicable,4196,7871,2,51,4194
2012,July,Remote,Medical events,40-64,Male,Not applicable,Not applicable,3857,8379,7,81,3850
2012,July,Remote,Medical events,65-74,Female,Not applicable,Not applicable,1008,2259,6,65,1002
2012,July,Remote,Medical events,65-74,Male,Not applicable,Not applicable,1189,4912,7,34,1182
2012,July,Remote,Medical events,75+,Female,Not applicable,Not applicable,677,6759,17,119,660
2012,July,Remote,Medical events,75+,Male,Not applicable,Not applicable,818,4444,21,158,797
2012,July,Remote,Medical events,8-16,Female,Not applicable,Not applicable,284,847,,1,284
2012,July,Remote,Medical events,8-16,Male,Not applicable,Not applicable,212,443,,,212
2012,July,Remote,Non-traffic,0-7,Female,Not applicable,Not applicable,3,6,,,3
2012,July,Remote,Non-traffic,0-7,Male,Not applicable,Not applicable,1,1,,,1
2012,July,Remote,Non-traffic,17-25,Female,Not applicable,Not applicable,4,4,,,4
2012,July,Remote,Non-traffic,17-25,Male,Not applicable,Not applicable,8,13,,,8
2012,July,Remote,Non-traffic,26-39,Female,Not applicable,Not applicable,2,3,,,2
2012,July,Remote,Non-traffic,26-39,Male,Not applicable,Not applicable,8,56,,,8
2012,July,Remote,Non-traffic,40-64,Female,Not applicable,Not applicable,3,18,,,3
2012,July,Remote,Non-traffic,40-64,Male,Not applicable,Not applicable,13,66,,,13
2012,July,Remote,Non-traffic,65-74,Male,Not applicable,Not applicable,,1,,,0
2012,July,Remote,Non-traffic,75+,Male,Not applicable,Not applicable,1,3,,,1
2012,July,Remote,Non-traffic,8-16,Female,Not applicable,Not applicable,5,15,,,5
2012,July,Remote,Non-traffic,8-16,Male,Not applicable,Not applicable,14,38,,,14
2012,July,Remote,Other transport,26-39,Female,Not applicable,Not applicable,1,1,,,1
2012,July,Remote,Other transport,26-39,Male,Not applicable,Not applicable,2,30,,,2
2012,July,Remote,Other transport,40-64,Male,Not applicable,Not applicable,1,1,,,1
2012,July,Remote,Traffic,0-7,Female,Pedal cyclist,Non-collision transport accident,,13,,,0
2012,July,Remote,Traffic,0-7,Male,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2012,July,Remote,Traffic,0-7,Male,Pedestrian,Heavy transport vehicle or bus,,3,,,0
2012,July,Remote,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",1,1,,,1
2012,July,Remote,Traffic,17-25,Female,Car driver,Non-collision transport accident,1,8,,,1
2012,July,Remote,Traffic,17-25,Female,Car passenger,Fixed or stationary object,1,5,,,1
2012,July,Remote,Traffic,17-25,Female,Car passenger,Non-collision transport accident,2,2,,,2
2012,July,Remote,Traffic,17-25,Female,Car passenger,Pedestrian or animal,1,1,,,1
2012,July,Remote,Traffic,17-25,Female,Motorcyclist,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,17-25,Female,Motorcyclist,Other and unspecified transport accidents,1,2,,,1
2012,July,Remote,Traffic,17-25,Male,Car driver,Fixed or stationary object,2,2,,,2
2012,July,Remote,Traffic,17-25,Male,Car driver,Non-collision transport accident,7,25,,,7
2012,July,Remote,Traffic,17-25,Male,Car passenger,Fixed or stationary object,2,2,,,2
2012,July,Remote,Traffic,17-25,Male,Car passenger,Non-collision transport accident,3,4,,,3
2012,July,Remote,Traffic,17-25,Male,Car passenger,Pedestrian or animal,,19,,,0
2012,July,Remote,Traffic,17-25,Male,Car unknown position,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,17-25,Male,Motorcyclist,Fixed or stationary object,,28,,,0
2012,July,Remote,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,5,13,,,5
2012,July,Remote,Traffic,17-25,Male,Motorcyclist,Other and unspecified transport accidents,1,9,,,1
2012,July,Remote,Traffic,17-25,Male,Motorcyclist,Pedestrian or animal,2,2,,,2
2012,July,Remote,Traffic,17-25,Male,Other or unknown,Other and unspecified transport accidents,2,4,,,2
2012,July,Remote,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",1,1,,,1
2012,July,Remote,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",1,6,,,1
2012,July,Remote,Traffic,26-39,Female,Car driver,Non-collision transport accident,4,24,,,4
2012,July,Remote,Traffic,26-39,Female,Car driver,Pedestrian or animal,1,1,,,1
2012,July,Remote,Traffic,26-39,Female,Car passenger,Pedestrian or animal,2,2,,,2
2012,July,Remote,Traffic,26-39,Female,Car unknown position,Other and unspecified transport accidents,1,2,,,1
2012,July,Remote,Traffic,26-39,Female,Motorcyclist,"Car, pick-up truck or van",,2,,,0
2012,July,Remote,Traffic,26-39,Female,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2012,July,Remote,Traffic,26-39,Female,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2012,July,Remote,Traffic,26-39,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,26-39,Male,Car driver,Fixed or stationary object,1,9,,,1
2012,July,Remote,Traffic,26-39,Male,Car driver,Non-collision transport accident,1,2,,,1
2012,July,Remote,Traffic,26-39,Male,Car driver,Pedestrian or animal,1,1,,,1
2012,July,Remote,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",1,1,,,1
2012,July,Remote,Traffic,26-39,Male,Car passenger,Fixed or stationary object,1,1,,,1
2012,July,Remote,Traffic,26-39,Male,Car passenger,Non-collision transport accident,4,23,,,4
2012,July,Remote,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",1,1,,,1
2012,July,Remote,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,3,4,,,3
2012,July,Remote,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,,21,,,0
2012,July,Remote,Traffic,26-39,Male,Motorcyclist,Pedestrian or animal,1,1,,,1
2012,July,Remote,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",1,41,,,1
2012,July,Remote,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",1,1,,,1
2012,July,Remote,Traffic,40-64,Female,Car driver,Fixed or stationary object,,7,,,0
2012,July,Remote,Traffic,40-64,Female,Car driver,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,40-64,Female,Car passenger,Fixed or stationary object,2,22,,,2
2012,July,Remote,Traffic,40-64,Female,Car passenger,Non-collision transport accident,2,2,,,2
2012,July,Remote,Traffic,40-64,Female,Car unknown position,"Car, pick-up truck or van",,2,,,0
2012,July,Remote,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",2,2,,,2
2012,July,Remote,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",1,16,,,1
2012,July,Remote,Traffic,40-64,Male,Car driver,Fixed or stationary object,1,1,,,1
2012,July,Remote,Traffic,40-64,Male,Car driver,Non-collision transport accident,3,15,,,3
2012,July,Remote,Traffic,40-64,Male,Car driver,Pedestrian or animal,1,1,,,1
2012,July,Remote,Traffic,40-64,Male,Car passenger,Non-collision transport accident,4,8,,,4
2012,July,Remote,Traffic,40-64,Male,Motorcyclist,"Car, pick-up truck or van",1,2,,,1
2012,July,Remote,Traffic,40-64,Male,Motorcyclist,Fixed or stationary object,1,31,,,1
2012,July,Remote,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,2,9,,,2
2012,July,Remote,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,2,4,,,2
2012,July,Remote,Traffic,40-64,Male,Motorcyclist,Pedestrian or animal,1,3,,,1
2012,July,Remote,Traffic,40-64,Male,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2012,July,Remote,Traffic,40-64,Male,Pedal cyclist,Pedal cycle,2,2,,,2
2012,July,Remote,Traffic,40-64,Male,Pedestrian,2- or 3- wheeled motor vehicle,1,1,,,1
2012,July,Remote,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",2,4,,,2
2012,July,Remote,Traffic,65-74,Female,Car driver,"Car, pick-up truck or van",1,2,,,1
2012,July,Remote,Traffic,65-74,Female,Car driver,Fixed or stationary object,1,2,,,1
2012,July,Remote,Traffic,65-74,Female,Car driver,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,65-74,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2012,July,Remote,Traffic,65-74,Male,Car driver,"Car, pick-up truck or van",1,2,,,1
2012,July,Remote,Traffic,75+,Female,Car passenger,Non-collision transport accident,1,3,,,1
2012,July,Remote,Traffic,75+,Male,Car passenger,"Car, pick-up truck or van",1,2,,,1
2012,July,Remote,Traffic,75+,Male,Motorcyclist,"Car, pick-up truck or van",1,61,,,1
2012,July,Remote,Traffic,8-16,Female,Car driver,Non-collision transport accident,,21,,,0
2012,July,Remote,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",3,3,,,3
2012,July,Remote,Traffic,8-16,Female,Motorcyclist,Other and unspecified transport accidents,1,3,,,1
2012,July,Remote,Traffic,8-16,Female,Pedal cyclist,Other and unspecified transport accidents,,1,,,0
2012,July,Remote,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",1,3,,,1
2012,July,Remote,Traffic,8-16,Male,Car passenger,Non-collision transport accident,4,11,,,4
2012,July,Remote,Traffic,8-16,Male,Motorcyclist,Non-collision transport accident,,2,,,0
2012,July,Remote,Traffic,8-16,Male,Motorcyclist,Other and unspecified transport accidents,2,2,,,2
2012,July,Remote,Unknown traffic,0-7,Female,Not applicable,Not applicable,4,12,,,4
2012,July,Remote,Unknown traffic,17-25,Female,Not applicable,Not applicable,3,8,,,3
2012,July,Remote,Unknown traffic,17-25,Male,Not applicable,Not applicable,7,9,,,7
2012,July,Remote,Unknown traffic,26-39,Female,Not applicable,Not applicable,4,4,,,4
2012,July,Remote,Unknown traffic,26-39,Male,Not applicable,Not applicable,5,11,,,5
2012,July,Remote,Unknown traffic,40-64,Female,Not applicable,Not applicable,2,12,,,2
2012,July,Remote,Unknown traffic,40-64,Male,Not applicable,Not applicable,3,3,,,3
2012,July,Remote,Unknown traffic,65-74,Female,Not applicable,Not applicable,1,2,,,1
2012,July,Remote,Unknown traffic,8-16,Female,Not applicable,Not applicable,8,23,,,8
2012,July,Remote,Unknown traffic,8-16,Male,Not applicable,Not applicable,4,28,,,4
2012,June,Major Cities,All other trauma events,0-7,Female,Not applicable,Not applicable,609,921,,,609
2012,June,Major Cities,All other trauma events,0-7,Male,Not applicable,Not applicable,789,1254,,,789
2012,June,Major Cities,All other trauma events,17-25,Female,Not applicable,Not applicable,793,1566,,,793
2012,June,Major Cities,All other trauma events,17-25,Male,Not applicable,Not applicable,2110,3416,1,1,2109
2012,June,Major Cities,All other trauma events,26-39,Female,Not applicable,Not applicable,1023,2217,4,10,1019
2012,June,Major Cities,All other trauma events,26-39,Male,Not applicable,Not applicable,2275,4614,1,5,2274
2012,June,Major Cities,All other trauma events,40-64,Female,Not applicable,Not applicable,2095,6256,4,25,2091
2012,June,Major Cities,All other trauma events,40-64,Male,Not applicable,Not applicable,2664,8132,11,63,2653
2012,June,Major Cities,All other trauma events,65-74,Female,Not applicable,Not applicable,889,4945,4,72,885
2012,June,Major Cities,All other trauma events,65-74,Male,Not applicable,Not applicable,719,3824,11,82,708
2012,June,Major Cities,All other trauma events,75+,Female,Not applicable,Not applicable,3853,32031,85,603,3768
2012,June,Major Cities,All other trauma events,75+,Male,Not applicable,Not applicable,1743,13352,63,617,1680
2012,June,Major Cities,All other trauma events,8-16,Female,Not applicable,Not applicable,528,932,,,528
2012,June,Major Cities,All other trauma events,8-16,Male,Not applicable,Not applicable,1166,1688,1,4,1165
2012,June,Major Cities,Medical events,0-7,Female,Not applicable,Not applicable,9872,31415,11,32,9861
2012,June,Major Cities,Medical events,0-7,Male,Not applicable,Not applicable,13159,38935,16,42,13143
2012,June,Major Cities,Medical events,0-7,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2012,June,Major Cities,Medical events,17-25,Female,Not applicable,Not applicable,18564,40493,5,8,18559
2012,June,Major Cities,Medical events,17-25,Male,Not applicable,Not applicable,8694,24536,5,54,8689
2012,June,Major Cities,Medical events,17-25,intersex or indeterminate or missing,Not applicable,Not applicable,1,3,,,1
2012,June,Major Cities,Medical events,26-39,Female,Not applicable,Not applicable,48303,120996,14,97,48289
2012,June,Major Cities,Medical events,26-39,Male,Not applicable,Not applicable,18450,50522,15,98,18435
2012,June,Major Cities,Medical events,40-64,Female,Not applicable,Not applicable,79789,172647,135,1543,79654
2012,June,Major Cities,Medical events,40-64,Male,Not applicable,Not applicable,73866,166451,237,2201,73629
2012,June,Major Cities,Medical events,40-64,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2012,June,Major Cities,Medical events,65-74,Female,Not applicable,Not applicable,37128,94238,191,2324,36937
2012,June,Major Cities,Medical events,65-74,Male,Not applicable,Not applicable,43725,104281,231,2157,43494
2012,June,Major Cities,Medical events,65-74,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2012,June,Major Cities,Medical events,75+,Female,Not applicable,Not applicable,46932,219223,779,7392,46153
2012,June,Major Cities,Medical events,75+,Male,Not applicable,Not applicable,49037,172081,811,7885,48226
2012,June,Major Cities,Medical events,8-16,Female,Not applicable,Not applicable,5006,11927,2,7,5004
