Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2011,April,Major Cities,Traffic,75+,Female,Car unknown position,Other and unspecified transport accidents,3,14,,,3
2011,April,Major Cities,Traffic,75+,Female,Other or unknown,Other and unspecified transport accidents,1,117,,,1
2011,April,Major Cities,Traffic,75+,Female,Pedestrian,2- or 3- wheeled motor vehicle,1,8,,,1
2011,April,Major Cities,Traffic,75+,Female,Pedestrian,"Car, pick-up truck or van",19,147,,,19
2011,April,Major Cities,Traffic,75+,Female,Pedestrian,Pedestrian or animal,1,1,,,1
2011,April,Major Cities,Traffic,75+,Male,Bus occupant,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,75+,Male,Car driver,"Car, pick-up truck or van",22,117,,,22
2011,April,Major Cities,Traffic,75+,Male,Car driver,Fixed or stationary object,6,26,,,6
2011,April,Major Cities,Traffic,75+,Male,Car driver,Heavy transport vehicle or bus,1,6,,,1
2011,April,Major Cities,Traffic,75+,Male,Car passenger,"Car, pick-up truck or van",2,2,,,2
2011,April,Major Cities,Traffic,75+,Male,Car passenger,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,75+,Male,Car passenger,Heavy transport vehicle or bus,2,22,,,2
2011,April,Major Cities,Traffic,75+,Male,Car passenger,Non-collision transport accident,2,2,1,1,1
2011,April,Major Cities,Traffic,75+,Male,Car unknown position,Other and unspecified transport accidents,3,8,,,3
2011,April,Major Cities,Traffic,75+,Male,Motorcyclist,"Car, pick-up truck or van",1,35,,,1
2011,April,Major Cities,Traffic,75+,Male,Motorcyclist,Non-collision transport accident,4,28,,,4
2011,April,Major Cities,Traffic,75+,Male,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,75+,Male,Pedal cyclist,"Car, pick-up truck or van",2,52,,,2
2011,April,Major Cities,Traffic,75+,Male,Pedal cyclist,Non-collision transport accident,2,33,,,2
2011,April,Major Cities,Traffic,75+,Male,Pedestrian,"Car, pick-up truck or van",9,110,,,9
2011,April,Major Cities,Traffic,75+,Male,Pedestrian,Pedal cycle,2,14,,,2
2011,April,Major Cities,Traffic,8-16,Female,Car driver,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",10,12,,,10
2011,April,Major Cities,Traffic,8-16,Female,Car passenger,Fixed or stationary object,4,15,,,4
2011,April,Major Cities,Traffic,8-16,Female,Car passenger,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,8-16,Female,Car passenger,Non-collision transport accident,2,2,,,2
2011,April,Major Cities,Traffic,8-16,Female,Motorcyclist,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,8-16,Female,Motorcyclist,Other and unspecified transport accidents,1,2,,,1
2011,April,Major Cities,Traffic,8-16,Female,Pedal cyclist,"Car, pick-up truck or van",2,6,,,2
2011,April,Major Cities,Traffic,8-16,Female,Pedal cyclist,Fixed or stationary object,4,9,,,4
2011,April,Major Cities,Traffic,8-16,Female,Pedal cyclist,Non-collision transport accident,6,11,,,6
2011,April,Major Cities,Traffic,8-16,Female,Pedal cyclist,Other and unspecified transport accidents,3,3,,,3
2011,April,Major Cities,Traffic,8-16,Female,Pedestrian,2- or 3- wheeled motor vehicle,1,2,,,1
2011,April,Major Cities,Traffic,8-16,Female,Pedestrian,"Car, pick-up truck or van",7,56,,,7
2011,April,Major Cities,Traffic,8-16,Male,Car driver,Fixed or stationary object,1,6,1,1,0
2011,April,Major Cities,Traffic,8-16,Male,Car driver,Non-collision transport accident,1,3,,,1
2011,April,Major Cities,Traffic,8-16,Male,Car driver,Pedestrian or animal,1,1,,,1
2011,April,Major Cities,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",2,8,1,1,1
2011,April,Major Cities,Traffic,8-16,Male,Car passenger,Fixed or stationary object,4,18,,,4
2011,April,Major Cities,Traffic,8-16,Male,Car passenger,Non-collision transport accident,3,7,,,3
2011,April,Major Cities,Traffic,8-16,Male,Car passenger,Train,1,1,,,1
2011,April,Major Cities,Traffic,8-16,Male,Motorcyclist,"Car, pick-up truck or van",4,4,1,1,3
2011,April,Major Cities,Traffic,8-16,Male,Motorcyclist,Fixed or stationary object,3,8,,,3
2011,April,Major Cities,Traffic,8-16,Male,Motorcyclist,Non-collision transport accident,11,16,,,11
2011,April,Major Cities,Traffic,8-16,Male,Motorcyclist,Other and unspecified transport accidents,4,6,,,4
2011,April,Major Cities,Traffic,8-16,Male,Pedal cyclist,"Car, pick-up truck or van",4,5,,,4
2011,April,Major Cities,Traffic,8-16,Male,Pedal cyclist,Fixed or stationary object,3,4,,,3
2011,April,Major Cities,Traffic,8-16,Male,Pedal cyclist,Non-collision transport accident,18,28,,,18
2011,April,Major Cities,Traffic,8-16,Male,Pedal cyclist,Other and unspecified transport accidents,8,21,,,8
2011,April,Major Cities,Traffic,8-16,Male,Pedal cyclist,Other non-motor vehicle,,4,,,0
2011,April,Major Cities,Traffic,8-16,Male,Pedestrian,"Car, pick-up truck or van",10,48,,,10
2011,April,Major Cities,Traffic,8-16,Male,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,8-16,Male,Pedestrian,Train,1,2,,,1
2011,April,Major Cities,Unknown traffic,0-7,Female,Not applicable,Not applicable,5,5,,,5
2011,April,Major Cities,Unknown traffic,0-7,Male,Not applicable,Not applicable,4,5,,,4
2011,April,Major Cities,Unknown traffic,17-25,Female,Not applicable,Not applicable,19,33,,,19
2011,April,Major Cities,Unknown traffic,17-25,Male,Not applicable,Not applicable,17,45,1,14,16
2011,April,Major Cities,Unknown traffic,26-39,Female,Not applicable,Not applicable,20,71,,,20
2011,April,Major Cities,Unknown traffic,26-39,Male,Not applicable,Not applicable,16,52,,,16
2011,April,Major Cities,Unknown traffic,40-64,Female,Not applicable,Not applicable,32,131,,,32
2011,April,Major Cities,Unknown traffic,40-64,Male,Not applicable,Not applicable,28,140,,,28
2011,April,Major Cities,Unknown traffic,65-74,Female,Not applicable,Not applicable,11,49,,,11
2011,April,Major Cities,Unknown traffic,65-74,Male,Not applicable,Not applicable,8,48,,,8
2011,April,Major Cities,Unknown traffic,75+,Female,Not applicable,Not applicable,18,151,,,18
2011,April,Major Cities,Unknown traffic,75+,Male,Not applicable,Not applicable,13,68,,,13
2011,April,Major Cities,Unknown traffic,8-16,Female,Not applicable,Not applicable,17,28,,,17
2011,April,Major Cities,Unknown traffic,8-16,Male,Not applicable,Not applicable,4,9,,,4
2011,April,Missing,All other trauma events,0-7,Female,Not applicable,Not applicable,8,9,,,8
2011,April,Missing,All other trauma events,0-7,Male,Not applicable,Not applicable,7,22,,,7
2011,April,Missing,All other trauma events,17-25,Female,Not applicable,Not applicable,35,52,,,35
2011,April,Missing,All other trauma events,17-25,Male,Not applicable,Not applicable,81,204,,,81
2011,April,Missing,All other trauma events,26-39,Female,Not applicable,Not applicable,25,126,,,25
2011,April,Missing,All other trauma events,26-39,Male,Not applicable,Not applicable,68,207,1,7,67
2011,April,Missing,All other trauma events,40-64,Female,Not applicable,Not applicable,34,157,,,34
2011,April,Missing,All other trauma events,40-64,Male,Not applicable,Not applicable,48,155,,,48
2011,April,Missing,All other trauma events,65-74,Female,Not applicable,Not applicable,13,57,,,13
2011,April,Missing,All other trauma events,65-74,Male,Not applicable,Not applicable,8,43,,,8
2011,April,Missing,All other trauma events,75+,Female,Not applicable,Not applicable,18,76,1,7,17
2011,April,Missing,All other trauma events,75+,Male,Not applicable,Not applicable,6,33,,,6
2011,April,Missing,All other trauma events,8-16,Female,Not applicable,Not applicable,6,7,,,6
2011,April,Missing,All other trauma events,8-16,Male,Not applicable,Not applicable,11,28,,,11
2011,April,Missing,Medical events,0-7,Female,Not applicable,Not applicable,49,184,,,49
2011,April,Missing,Medical events,0-7,Male,Not applicable,Not applicable,92,397,,,92
2011,April,Missing,Medical events,17-25,Female,Not applicable,Not applicable,217,609,,,217
2011,April,Missing,Medical events,17-25,Male,Not applicable,Not applicable,155,1083,,,155
2011,April,Missing,Medical events,26-39,Female,Not applicable,Not applicable,375,1220,1,1,374
2011,April,Missing,Medical events,26-39,Male,Not applicable,Not applicable,295,3322,1,7,294
2011,April,Missing,Medical events,40-64,Female,Not applicable,Not applicable,287,1042,2,6,285
2011,April,Missing,Medical events,40-64,Male,Not applicable,Not applicable,432,2364,,,432
2011,April,Missing,Medical events,65-74,Female,Not applicable,Not applicable,162,539,,,162
2011,April,Missing,Medical events,65-74,Male,Not applicable,Not applicable,206,690,3,19,203
2011,April,Missing,Medical events,75+,Female,Not applicable,Not applicable,173,600,,14,173
2011,April,Missing,Medical events,75+,Male,Not applicable,Not applicable,154,655,2,4,152
2011,April,Missing,Medical events,8-16,Female,Not applicable,Not applicable,29,60,,,29
2011,April,Missing,Medical events,8-16,Male,Not applicable,Not applicable,39,100,,,39
2011,April,Missing,Medical events,Missing,Male,Not applicable,Not applicable,1,3,,,1
2011,April,Missing,Non-traffic,0-7,Female,Not applicable,Not applicable,2,2,,,2
2011,April,Missing,Non-traffic,0-7,Male,Not applicable,Not applicable,1,1,,,1
2011,April,Missing,Non-traffic,17-25,Female,Not applicable,Not applicable,2,2,,,2
2011,April,Missing,Non-traffic,17-25,Male,Not applicable,Not applicable,1,1,,,1
2011,April,Missing,Non-traffic,26-39,Female,Not applicable,Not applicable,,1,,,0
2011,April,Missing,Non-traffic,26-39,Male,Not applicable,Not applicable,4,7,,,4
2011,April,Missing,Non-traffic,40-64,Female,Not applicable,Not applicable,1,3,,,1
2011,April,Missing,Non-traffic,40-64,Male,Not applicable,Not applicable,2,11,,,2
2011,April,Missing,Non-traffic,65-74,Female,Not applicable,Not applicable,1,1,,,1
2011,April,Missing,Non-traffic,8-16,Male,Not applicable,Not applicable,2,4,,,2
2011,April,Missing,Other transport,17-25,Female,Not applicable,Not applicable,1,8,,,1
2011,April,Missing,Other transport,17-25,Male,Not applicable,Not applicable,1,1,,,1
2011,April,Missing,Other transport,26-39,Male,Not applicable,Not applicable,2,11,,,2
2011,April,Missing,Other transport,40-64,Male,Not applicable,Not applicable,1,5,,,1
2011,April,Missing,Other transport,65-74,Female,Not applicable,Not applicable,1,13,,,1
2011,April,Missing,Traffic,0-7,Female,Car passenger,Fixed or stationary object,1,1,,,1
2011,April,Missing,Traffic,0-7,Male,Pedal cyclist,Other and unspecified transport accidents,1,1,,,1
2011,April,Missing,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",2,2,,,2
2011,April,Missing,Traffic,17-25,Female,Car driver,Fixed or stationary object,1,2,,,1
2011,April,Missing,Traffic,17-25,Female,Car driver,Non-collision transport accident,,9,,,0
2011,April,Missing,Traffic,17-25,Female,Car passenger,"Car, pick-up truck or van",1,3,,,1
2011,April,Missing,Traffic,17-25,Female,Car passenger,Fixed or stationary object,1,3,,,1
2011,April,Missing,Traffic,17-25,Female,Car passenger,Non-collision transport accident,2,2,,,2
2011,April,Missing,Traffic,17-25,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2011,April,Missing,Traffic,17-25,Male,Car driver,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,17-25,Male,Car driver,Fixed or stationary object,4,9,,,4
2011,April,Missing,Traffic,17-25,Male,Car driver,Non-collision transport accident,2,16,,,2
2011,April,Missing,Traffic,17-25,Male,Car passenger,Fixed or stationary object,1,1,,,1
2011,April,Missing,Traffic,17-25,Male,Car passenger,Non-collision transport accident,1,5,,,1
2011,April,Missing,Traffic,17-25,Male,Motorcyclist,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",1,4,,,1
2011,April,Missing,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",1,5,,,1
2011,April,Missing,Traffic,26-39,Female,Car passenger,Fixed or stationary object,1,1,,,1
2011,April,Missing,Traffic,26-39,Female,Car passenger,Non-collision transport accident,,1,,,0
2011,April,Missing,Traffic,26-39,Female,Motorcyclist,Non-collision transport accident,1,2,,,1
2011,April,Missing,Traffic,26-39,Female,Pick-up truck or van occupant,Non-collision transport accident,1,1,,,1
2011,April,Missing,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,26-39,Male,Car driver,Non-collision transport accident,1,1,,,1
2011,April,Missing,Traffic,26-39,Male,Car unknown position,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",1,2,,,1
2011,April,Missing,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,2,8,,,2
2011,April,Missing,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,1,15,,,1
2011,April,Missing,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",2,2,,,2
2011,April,Missing,Traffic,26-39,Male,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2011,April,Missing,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,40-64,Female,Car driver,Fixed or stationary object,1,5,,,1
2011,April,Missing,Traffic,40-64,Female,Car driver,Non-collision transport accident,1,1,,,1
2011,April,Missing,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2011,April,Missing,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,1,15,,,1
2011,April,Missing,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",1,5,,,1
2011,April,Missing,Traffic,40-64,Female,Pedestrian,Heavy transport vehicle or bus,2,24,,,2
2011,April,Missing,Traffic,40-64,Female,Pedestrian,Pedestrian or animal,1,3,,,1
2011,April,Missing,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,40-64,Male,Car driver,Pedestrian or animal,1,1,,,1
2011,April,Missing,Traffic,40-64,Male,Car passenger,Fixed or stationary object,1,24,,,1
2011,April,Missing,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,1,1,,,1
2011,April,Missing,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",1,2,,,1
2011,April,Missing,Traffic,65-74,Female,Car driver,Non-collision transport accident,1,1,,,1
2011,April,Missing,Traffic,65-74,Male,Heavy transport driver,Non-collision transport accident,1,5,,,1
2011,April,Missing,Traffic,75+,Male,Car passenger,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Traffic,8-16,Female,Car passenger,Fixed or stationary object,1,1,,,1
2011,April,Missing,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",1,1,,,1
2011,April,Missing,Unknown traffic,17-25,Female,Not applicable,Not applicable,1,1,,,1
2011,April,Missing,Unknown traffic,17-25,Male,Not applicable,Not applicable,2,4,,,2
2011,April,Missing,Unknown traffic,26-39,Female,Not applicable,Not applicable,2,3,,,2
2011,April,Missing,Unknown traffic,40-64,Female,Not applicable,Not applicable,2,10,,,2
2011,April,Missing,Unknown traffic,40-64,Male,Not applicable,Not applicable,1,2,,,1
2011,April,Missing,Unknown traffic,75+,Female,Not applicable,Not applicable,1,1,,,1
2011,April,Missing,Unknown traffic,8-16,Female,Not applicable,Not applicable,,2,,,0
2011,April,Regional,All other trauma events,0-7,Female,Not applicable,Not applicable,329,559,,2,329
2011,April,Regional,All other trauma events,0-7,Male,Not applicable,Not applicable,487,952,,,487
2011,April,Regional,All other trauma events,17-25,Female,Not applicable,Not applicable,336,734,1,3,335
2011,April,Regional,All other trauma events,17-25,Male,Not applicable,Not applicable,973,1679,1,1,972
2011,April,Regional,All other trauma events,26-39,Female,Not applicable,Not applicable,453,1023,2,26,451
2011,April,Regional,All other trauma events,26-39,Male,Not applicable,Not applicable,967,2032,3,12,964
2011,April,Regional,All other trauma events,40-64,Female,Not applicable,Not applicable,961,2812,1,27,960
2011,April,Regional,All other trauma events,40-64,Male,Not applicable,Not applicable,1484,4225,4,11,1480
2011,April,Regional,All other trauma events,65-74,Female,Not applicable,Not applicable,440,2010,,,440
2011,April,Regional,All other trauma events,65-74,Male,Not applicable,Not applicable,415,2099,3,26,412
2011,April,Regional,All other trauma events,75+,Female,Not applicable,Not applicable,1288,10723,27,285,1261
2011,April,Regional,All other trauma events,75+,Male,Not applicable,Not applicable,637,4498,21,194,616
2011,April,Regional,All other trauma events,8-16,Female,Not applicable,Not applicable,332,608,,,332
2011,April,Regional,All other trauma events,8-16,Male,Not applicable,Not applicable,698,1047,1,1,697
2011,April,Regional,Medical events,0-7,Female,Not applicable,Not applicable,3137,10709,7,49,3130
2011,April,Regional,Medical events,0-7,Male,Not applicable,Not applicable,4507,13426,4,14,4503
2011,April,Regional,Medical events,17-25,Female,Not applicable,Not applicable,7953,17747,3,26,7950
2011,April,Regional,Medical events,17-25,Male,Not applicable,Not applicable,3200,8947,1,9,3199
2011,April,Regional,Medical events,26-39,Female,Not applicable,Not applicable,15551,38608,6,63,15545
2011,April,Regional,Medical events,26-39,Male,Not applicable,Not applicable,6359,17970,8,15,6351
2011,April,Regional,Medical events,26-39,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
